merchant_name,slug,mcc_code,mcc_description,category
Applebee's - San Antonio,applebees-san-antonio,5812,Eating places and Restaurants,dining
Applebee's - San Diego,applebees-san-diego,5812,Eating places and Restaurants,dining
Applebee's - San Francisco,applebees-san-francisco,5812,Eating places and Restaurants,dining
Applebee's - San Jose,applebees-san-jose,5812,Eating places and Restaurants,dining
Applebee's - Santa Ana,applebees-santa-ana,5812,Eating places and Restaurants,dining
Applebee's - Seattle,applebees-seattle,5812,Eating places and Restaurants,dining
Applebee's - St. Louis,applebees-st-louis,5812,Eating places and Restaurants,dining
Applebee's - St. Paul,applebees-st-paul,5812,Eating places and Restaurants,dining
Applebee's - Stockton,applebees-stockton,5812,Eating places and Restaurants,dining
Applebee's - Tampa,applebees-tampa,5812,Eating places and Restaurants,dining
Applebee's - Tucson,applebees-tucson,5812,Eating places and Restaurants,dining
Applebee's - Virginia Beach,applebees-virginia-beach,5812,Eating places and Restaurants,dining
Applebee's - Washington,applebees-washington,5812,Eating places and Restaurants,dining
Applebee's Bar,applebees-bar,5813,"Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",dining
Applebee's Neighborhood Grill,applebees-neighborhood-grill,5812,Eating places and Restaurants,dining
Arby's,arbys,5814,Fast Food Restaurants,dining
Arby's - Albuquerque,arbys-albuquerque,5814,Fast Food Restaurants,dining
Arby's - Anaheim,arbys-anaheim,5814,Fast Food Restaurants,dining
Arby's - Anchorage,arbys-anchorage,5814,Fast Food Restaurants,dining
Arby's - Arlington,arbys-arlington,5814,Fast Food Restaurants,dining
Arby's - Atlanta,arbys-atlanta,5814,Fast Food Restaurants,dining
Arby's - Aurora,arbys-aurora,5814,Fast Food Restaurants,dining
Arby's - Austin,arbys-austin,5814,Fast Food Restaurants,dining
Arby's - Bakersfield,arbys-bakersfield,5814,Fast Food Restaurants,dining
Arby's - Baltimore,arbys-baltimore,5814,Fast Food Restaurants,dining
Arby's - Boston,arbys-boston,5814,Fast Food Restaurants,dining
Arby's - Buffalo,arbys-buffalo,5814,Fast Food Restaurants,dining
Arby's - Charlotte,arbys-charlotte,5814,Fast Food Restaurants,dining
Arby's - Chicago,arbys-chicago,5814,Fast Food Restaurants,dining
Arby's - Chula Vista,arbys-chula-vista,5814,Fast Food Restaurants,dining
Arby's - Cincinnati,arbys-cincinnati,5814,Fast Food Restaurants,dining
Arby's - Colorado Springs,arbys-colorado-springs,5814,Fast Food Restaurants,dining
Arby's - Columbus,arbys-columbus,5814,Fast Food Restaurants,dining
Arby's - Corpus Christi,arbys-corpus-christi,5814,Fast Food Restaurants,dining
Arby's - Dallas,arbys-dallas,5814,Fast Food Restaurants,dining
Arby's - Denver,arbys-denver,5814,Fast Food Restaurants,dining
Arby's - Durham,arbys-durham,5814,Fast Food Restaurants,dining
Arby's - El Paso,arbys-el-paso,5814,Fast Food Restaurants,dining
Arby's - Fort Wayne,arbys-fort-wayne,5814,Fast Food Restaurants,dining
Arby's - Fort Worth,arbys-fort-worth,5814,Fast Food Restaurants,dining
Arby's - Fresno,arbys-fresno,5814,Fast Food Restaurants,dining
Arby's - Garland,arbys-garland,5814,Fast Food Restaurants,dining
Arby's - Glendale,arbys-glendale,5814,Fast Food Restaurants,dining
Arby's - Greensboro,arbys-greensboro,5814,Fast Food Restaurants,dining
Arby's - Henderson,arbys-henderson,5814,Fast Food Restaurants,dining
Arby's - Honolulu,arbys-honolulu,5814,Fast Food Restaurants,dining
Arby's - Houston,arbys-houston,5814,Fast Food Restaurants,dining
Arby's - Indianapolis,arbys-indianapolis,5814,Fast Food Restaurants,dining
Arby's - Jacksonville,arbys-jacksonville,5814,Fast Food Restaurants,dining
Arby's - Jersey City,arbys-jersey-city,5814,Fast Food Restaurants,dining
Arby's - Kansas City,arbys-kansas-city,5814,Fast Food Restaurants,dining
Arby's - Laredo,arbys-laredo,5814,Fast Food Restaurants,dining
Arby's - Las Vegas,arbys-las-vegas,5814,Fast Food Restaurants,dining
Arby's - Lexington,arbys-lexington,5814,Fast Food Restaurants,dining
Arby's - Lincoln,arbys-lincoln,5814,Fast Food Restaurants,dining
Arby's - Long Beach,arbys-long-beach,5814,Fast Food Restaurants,dining
Arby's - Los Angeles,arbys-los-angeles,5814,Fast Food Restaurants,dining
Arby's - Louisville,arbys-louisville,5814,Fast Food Restaurants,dining
Arby's - Lubbock,arbys-lubbock,5814,Fast Food Restaurants,dining
Arby's - Madison,arbys-madison,5814,Fast Food Restaurants,dining
Arby's - Memphis,arbys-memphis,5814,Fast Food Restaurants,dining
Arby's - Mesa,arbys-mesa,5814,Fast Food Restaurants,dining
Arby's - Milwaukee,arbys-milwaukee,5814,Fast Food Restaurants,dining
Arby's - Minneapolis,arbys-minneapolis,5814,Fast Food Restaurants,dining
Arby's - Nashville,arbys-nashville,5814,Fast Food Restaurants,dining
Arby's - New Orleans,arbys-new-orleans,5814,Fast Food Restaurants,dining
Arby's - New York,arbys-new-york,5814,Fast Food Restaurants,dining
Arby's - Newark,arbys-newark,5814,Fast Food Restaurants,dining
Arby's - Norfolk,arbys-norfolk,5814,Fast Food Restaurants,dining
Arby's - Oklahoma City,arbys-oklahoma-city,5814,Fast Food Restaurants,dining
Arby's - Omaha,arbys-omaha,5814,Fast Food Restaurants,dining
Arby's - Orlando,arbys-orlando,5814,Fast Food Restaurants,dining
Arby's - Philadelphia,arbys-philadelphia,5814,Fast Food Restaurants,dining
Arby's - Phoenix,arbys-phoenix,5814,Fast Food Restaurants,dining
Arby's - Pittsburgh,arbys-pittsburgh,5814,Fast Food Restaurants,dining
Arby's - Plano,arbys-plano,5814,Fast Food Restaurants,dining
Arby's - Portland,arbys-portland,5814,Fast Food Restaurants,dining
Arby's - Raleigh,arbys-raleigh,5814,Fast Food Restaurants,dining
Arby's - Riverside,arbys-riverside,5814,Fast Food Restaurants,dining
Arby's - Sacramento,arbys-sacramento,5814,Fast Food Restaurants,dining
Arby's - San Antonio,arbys-san-antonio,5814,Fast Food Restaurants,dining
Arby's - San Diego,arbys-san-diego,5814,Fast Food Restaurants,dining
Arby's - San Francisco,arbys-san-francisco,5814,Fast Food Restaurants,dining
Arby's - San Jose,arbys-san-jose,5814,Fast Food Restaurants,dining
Arby's - Santa Ana,arbys-santa-ana,5814,Fast Food Restaurants,dining
Arby's - Seattle,arbys-seattle,5814,Fast Food Restaurants,dining
Arby's - St. Louis,arbys-st-louis,5814,Fast Food Restaurants,dining
Arby's - St. Paul,arbys-st-paul,5814,Fast Food Restaurants,dining
Arby's - St. Petersburg,arbys-st-petersburg,5814,Fast Food Restaurants,dining
Arby's - Stockton,arbys-stockton,5814,Fast Food Restaurants,dining
Arby's - Tampa,arbys-tampa,5814,Fast Food Restaurants,dining
Arby's - Toledo,arbys-toledo,5814,Fast Food Restaurants,dining
Arby's - Tucson,arbys-tucson,5814,Fast Food Restaurants,dining
Arby's - Virginia Beach,arbys-virginia-beach,5814,Fast Food Restaurants,dining
Arby's - Washington,arbys-washington,5814,Fast Food Restaurants,dining
Arby's - Winston-Salem,arbys-winston-salem,5814,Fast Food Restaurants,dining
ARCO,arco-2,5541,Service Stations ( with or without ancillary services),retail
ARCO,arco,5541,Service Stations ( with or without ancillary services),retail
Armstrong Garden Centers,armstrong-garden-centers,5261,Nurseries – Lawn and Garden Supply Store,retail
Arooga's Grille House & Sports Bar,aroogas-grille-house-sports-bar,5812,Eating places and Restaurants,dining
Arro,arro,4121,Taxicabs and Limousines,transportation
Arrowhead Stadium,arrowhead-stadium,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Art Institute of Chicago,art-institute-of-chicago,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Ascend Hotel Collection,ascend-hotel-collection,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Ascend Hotel Collection,ascend-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Ashley Furniture,ashley-furniture,5712,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",home
Ashley HomeStore,ashley-homestore,5200,Home Supply Warehouse Stores,retail
Asiana Airlines,asiana-airlines,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Associated Food Stores,associated-food-stores,5411,"Grocery Stores, Supermarkets",retail
Asus Store,asus-store,5734,Computer Software Stores,software
At Home,at-home-stores,5719,Miscellaneous Home Furnishing Specialty Stores,home
AT&T,att,4899,Cable and other pay television (previously Cable Services),utilities
AT&T Internet,att-internet,4816,Computer Network Services,utilities
AT&T Stadium,att-stadium,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
AT&T TV,att-tv,4899,Cable and other pay television (previously Cable Services),utilities
Athletic Club of the Rockies,athletic-club-of-the-rockies,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Atlanta Bread Company,atlanta-bread-company,5812,Eating places and Restaurants,dining
Atlanta MARTA,atlanta-marta,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Atlantis Paradise Island,atlantis-paradise-island,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Atom Tickets,atom-tickets,7832,Motion Picture Theaters,entertainment
Audible,audible,5816,Digital Goods: Games,digital
Audible.com,audiblecom,5815,"Digital Goods: Media, Books, Movies, Music",digital
Auntie Anne's,auntie-annes,5814,Fast Food Restaurants,dining
Austin Capital Metro,austin-capital-metro,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Austrian Airlines,austrian-airlines,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Auto Europe Car Rentals,auto-europe-car-rentals,7512,Car Rental Companies ( Not Listed Below),car_rental
Autograph Collection,autograph-collection,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Autograph Collection Hotels,autograph-collection-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
AutoZone,autozone,5533,"Automotive Parts, Accessories Stores",retail
Avianca,avianca,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Avis,avis,7512,Car Rental Companies ( Not Listed Below),car_rental
AXS,axs,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Azul Brazilian Airlines,azul-brazilian-airlines,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
B&B Hotel,bb-hotel,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
B&H Photo,b-and-h,5732,Electronic Sales,home
B&H Photo Video,bh-photo-video,5732,Electronic Sales,home
Backblaze,backblaze,4816,Computer Network Services,utilities
Bahama Breeze,bahama-breeze,5812,Eating places and Restaurants,dining
Baja Fresh,baja-fresh,5814,Fast Food Restaurants,dining
Baker's,bakers,5411,"Grocery Stores, Supermarkets",retail
Banana Republic,banana-republic,5621,Women’s Ready-to-Wear Stores,apparel
Banh Mi Saigon,banh-mi-saigon,5814,Fast Food Restaurants,dining
Bank of America Stadium,bank-of-america-stadium,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Banyan Tree Hotels & Resorts,banyan-tree-hotels-resorts,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Bar Louie,bar-louie-2,5813,"Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",dining
Bar Louie,bar-louie,5812,Eating places and Restaurants,dining
Barclays Center,barclays-center,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Barnes & Noble,barnes-noble,5942,Book Stores,bookstore
Barriere Bus Lines,barriere-bus-lines,4131,"Bus Lines, Including Charters, Tour Buses",transportation
Barron's,barrons,4899,Cable and other pay television (previously Cable Services),utilities
Barry's Bootcamp,barrys,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Barry's Bootcamp,barrys-bootcamp,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Bartell Drug,bartell-drug,5912,Drug Stores and Pharmacies,pharmacy
Baskin-Robbins,baskin-robbins,5812,Eating places and Restaurants,dining
Bass Pro Shops,bass-pro-shops,5941,Sporting Goods Stores,sporting_goods
Bassett Furniture,bassett-furniture,5200,Home Supply Warehouse Stores,retail
Bath & Body Works,bath-body-works,5977,Cosmetic Stores,retail
Bâton Rouge,bton-rouge,5812,Eating places and Restaurants,dining
Battle.net,battlenet,7994,Video Game Arcades/Establishments,entertainment
Bay Area Rapid Transit (BART),bay-area-rapid-transit-bart,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Baymont by Wyndham,baymont-by-wyndham,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Beaches Resorts,beaches-resorts,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Bealls,bealls,5311,Department Stores,retail
Bed Bath & Beyond,bed-bath-beyond,5719,Miscellaneous Home Furnishing Specialty Stores,home
Beef 'O' Brady's,beef-o-bradys,5812,Eating places and Restaurants,dining
Belk,belk,5311,Department Stores,retail
Belmond Hotels,belmond-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Benihana,benihana,5812,Eating places and Restaurants,dining
Best Buy,best-buy,5732,Electronic Sales,home
Best Buy Gaming,best-buy-gaming,7994,Video Game Arcades/Establishments,entertainment
Best Western,best-western,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Best Western - Albuquerque,best-western-albuquerque,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Best Western - Anaheim,best-western-anaheim,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Best Western - Arlington,best-western-arlington,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Best Western - Atlanta,best-western-atlanta,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Best Western - Aurora,best-western-aurora,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Best Western - Austin,best-western-austin,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Best Western - Bakersfield,best-western-bakersfield,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
